cirkel	white	0.025
cirkel	block	0.025
cirkel	line	0.025
cirkel	square	0.225
cirkel	stone	0.025
cirkel	round	0.375
cirkel	triangle	0.125
cirkel	figure	0.025
cirkel	mathematics	0.025
cirkel	draw	0.05
cirkel	cube	0.025
cirkel	unbroken	0.025
cirkel	oval	0.025
waarheid	bible	0.02857142857142857
waarheid	secret	0.02857142857142857
waarheid	church	0.02857142857142857
waarheid	false	0.08571428571428572
waarheid	yes	0.02857142857142857
waarheid	court	0.02857142857142857
waarheid	paper	0.02857142857142857
waarheid	honesty	0.05714285714285714
waarheid	true	0.02857142857142857
waarheid	speak	0.02857142857142857
waarheid	important	0.02857142857142857
waarheid	fair	0.02857142857142857
waarheid	find	0.02857142857142857
waarheid	justice	0.02857142857142857
waarheid	right	0.02857142857142857
waarheid	honest	0.05714285714285714
waarheid	wrong	0.02857142857142857
waarheid	lie	0.22857142857142856
waarheid	knowledge	0.02857142857142857
waarheid	disloyal	0.02857142857142857
waarheid	dare	0.02857142857142857
waarheid	story	0.02857142857142857
waarheid	movie	0.02857142857142857
waarheid	god	0.02857142857142857
klimmen	high	0.10526315789473684
klimmen	mountain	0.5789473684210527
klimmen	tree	0.21052631578947367
klimmen	wall	0.10526315789473684
chaotisch	disaster	0.05263157894736842
chaotisch	traffic	0.10526315789473684
chaotisch	panic	0.05263157894736842
chaotisch	clean	0.05263157894736842
chaotisch	neat	0.05263157894736842
chaotisch	mess	0.3684210526315789
chaotisch	street	0.05263157894736842
chaotisch	book	0.05263157894736842
chaotisch	nice	0.05263157894736842
chaotisch	chaos	0.15789473684210525
vinger	body	0.025
vinger	thumb	0.125
vinger	dirty	0.025
vinger	baby	0.025
vinger	ring	0.1
vinger	tip	0.05
vinger	hand	0.625
vinger	bodypart	0.025
luisteren	music	0.25
luisteren	stereo	0.05
luisteren	ear	0.5
luisteren	sound	0.05
luisteren	talk	0.05
luisteren	hear	0.05
luisteren	radio	0.05
elegant	dress	0.1
elegant	elephant	0.05
elegant	glamour	0.05
elegant	beautiful	0.15
elegant	lady	0.1
elegant	woman	0.25
elegant	charm	0.05
elegant	pretty	0.05
elegant	clothes	0.05
elegant	shop	0.05
elegant	nice	0.05
elegant	slim	0.05
plicht	demand	0.02857142857142857
plicht	citizen	0.02857142857142857
plicht	duty	0.02857142857142857
plicht	command	0.02857142857142857
plicht	order	0.05714285714285714
plicht	yha	0.02857142857142857
plicht	do	0.02857142857142857
plicht	call	0.02857142857142857
