rotten	dirty	0.025
rotten	lousy	0.025
rotten	johnny	0.025
rotten	smell	0.025
rotten	fresh	0.025
rotten	stink	0.025
rotten	dirt	0.025
rotten	egg	0.15
rotten	clear	0.025
rotten	terrible	0.025
rotten	apple	0.55
rotten	state	0.025
rotten	fine	0.025
rotten	healthy	0.025
attempt	do	0.02857142857142857
attempt	suicide	0.11428571428571428
attempt	murder	0.08571428571428572
attempt	volleyball	0.02857142857142857
attempt	success	0.02857142857142857
attempt	arrow	0.02857142857142857
attempt	goal	0.02857142857142857
attempt	game	0.02857142857142857
attempt	reason	0.02857142857142857
attempt	failure	0.05714285714285714
attempt	association	0.02857142857142857
attempt	try	0.37142857142857144
attempt	speak	0.02857142857142857
attempt	kill	0.05714285714285714
attempt	burglar	0.02857142857142857
attempt	trial	0.02857142857142857
information	book	0.08571428571428572
information	new	0.02857142857142857
information	intelligence	0.02857142857142857
information	television	0.02857142857142857
information	forum	0.02857142857142857
information	encyclopedia	0.02857142857142857
information	use	0.02857142857142857
information	tourist	0.08571428571428572
information	folder	0.02857142857142857
information	paper	0.11428571428571428
information	desinformation	0.02857142857142857
information	center	0.02857142857142857
information	box	0.02857142857142857
information	computer	0.11428571428571428
information	newspaper	0.02857142857142857
information	question	0.05714285714285714
information	processing	0.05714285714285714
information	smart	0.02857142857142857
information	good	0.02857142857142857
information	important	0.02857142857142857
information	desk	0.08571428571428572
understand	exercise	0.02631578947368421
understand	question	0.07894736842105263
understand	people	0.05263157894736842
understand	belief	0.05263157894736842
understand	quality	0.02631578947368421
understand	clear	0.02631578947368421
understand	agree	0.02631578947368421
understand	dumb	0.02631578947368421
understand	learn	0.05263157894736842
understand	smart	0.02631578947368421
understand	forget	0.02631578947368421
understand	lift	0.02631578947368421
understand	see	0.02631578947368421
understand	know	0.05263157894736842
understand	lesson	0.05263157894736842
understand	notice	0.02631578947368421
understand	task	0.02631578947368421
understand	knowledge	0.02631578947368421
understand	lecture	0.02631578947368421
understand	mind	0.02631578947368421
understand	reckon	0.02631578947368421
understand	answer	0.02631578947368421
understand	reason	0.05263157894736842
understand	problem	0.02631578947368421
understand	listen	0.02631578947368421
understand	college	0.02631578947368421
understand	think	0.02631578947368421
understand	difficult	0.05263157894736842
understand	child	0.02631578947368421
stubborn	house	0.034482758620689655
stubborn	strong	0.034482758620689655
stubborn	angry	0.06896551724137931
stubborn	people	0.06896551724137931
stubborn	oak	0.034482758620689655
stubborn	easy	0.034482758620689655
stubborn	handsome	0.034482758620689655
stubborn	naughty	0.034482758620689655
stubborn	clever	0.034482758620689655
stubborn	donkey	0.034482758620689655
stubborn	man	0.034482758620689655
stubborn	cow	0.034482758620689655
stubborn	monkey	0.13793103448275862
stubborn	order	0.034482758620689655
stubborn	stupid	0.034482758620689655
stubborn	difficult	0.06896551724137931
stubborn	silly	0.034482758620689655
stubborn	animal	0.034482758620689655
stubborn	father	0.034482758620689655
stubborn	child	0.13793103448275862
doctor	help	0.02564102564102564
doctor	scientist	0.02564102564102564
doctor	study	0.05128205128205128
doctor	medical	0.07692307692307693
doctor	illness	0.02564102564102564
doctor	sick	0.07692307692307693
doctor	sister	0.02564102564102564
doctor	university	0.02564102564102564
doctor	nurse	0.23076923076923078
doctor	hospital	0.10256410256410256
doctor	surgeon	0.02564102564102564
doctor	wife	0.02564102564102564
doctor	injection	0.02564102564102564
doctor	treatment	0.02564102564102564
doctor	father	0.05128205128205128
doctor	medicine	0.1794871794871795
conscience	heavy	0.05405405405405406
conscience	lord	0.02702702702702703
conscience	fear	0.02702702702702703
conscience	belief	0.02702702702702703
conscience	medical	0.02702702702702703
conscience	fake	0.02702702702702703
